ID,Title,Year,Year_Range,PrincipalName,PrincipalAffiliationName,Institution_Type,Institution_Sub,CenterName,FundTypeDesc,ProgramName,GoalText,Goal_3_v_4,AwardAmt,AwardPer,AwardNum,Status_Now,
723,Testing the Effectiveness of CALM for High School Chemistry Students,2009,2007-2011,"Plucker, Jonathan",Indiana University,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$2,019,816",4 years,R305A090195,Completed,
1902,Testing the Efficacy of Embedded Social Skills within a Universal Classroom Management Program: Well-Managed Schools,2016,2012-2016,"Redmond, Cleve",Iowa State University of Science and Technology,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,296,591",5 years (7/1/16-6/30/21),R305A160346,In field,
1568,"Evaluation of the Computer and Team-Assisted Mathematical Acceleration (CATAMA) Lab in Urban, High-Poverty, High-Minority Middle Schools",2005,2002-2006,"Balfanz, Robert",Johns Hopkins University,Uni,Private,NCER,Grant,Field Initiated Evaluations of Education Innovations,Efficacy and Replication,3,"$1,148,885",3 years (7/1/2005-6/30/2008),R305F050223,Completed,
495,Successful Transitions to Algebra 1: A Randomized Control Trial of Two Theories of Ninth Grade Algebra Instruction,2007,2007-2011,"Balfanz, Robert",Johns Hopkins University,Uni,Private,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$2,478,127",4 years,R305B070508,Completed,
547,Testing The Impact of PBIS Plus,2007,2007-2011,"Leaf, Philip",Johns Hopkins University,Uni,Private,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$2,849,197",5/1/2007 to 4/30/2011,R324A070118,Completed,
649,A Randomized Controlled Trial of the Combination of Two Preventive Interventions,2008,2007-2011,"Ialongo, Nicholas",Johns Hopkins University,Uni,Private,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,807,781",4 years,R305A080326,Completed,
1319,Getting Students to the Finish Line: An Efficacy Study of a Ninth Grade Early Warning Indicator Intervention,2012,2012-2016,"Balfanz, Robert",Johns Hopkins University,Uni,Private,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$3,458,989",4 years (7/01/2012-6/30/2016),R305A120677,Completed,
1800,RAP Club: Improving Mental Health and School Performance in Urban Eighth Graders,2016,2012-2016,"Mendelson, Tamar",Johns Hopkins University,Uni,Private,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,274,545",5 years (7/1/2016-6/30/2021),R305A160082,In field,
2171,"A Regression Discontinuity Study of the Impact of ALFA Lab on 9th-Graders' Reading Achievement, Motivation, and Reading Frequency",2018,2017-2019,"Mac Iver, Douglas",Johns Hopkins University,Uni,Private,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,254,543.56",4 years (09/01/2018 - 08/31/2022),R305A180154,In field,
3355,Evaluating an Online System of Supports for the Good Behavior Game,2019,2017-2019,"Ialongo, Nicholas",Johns Hopkins University,Uni,Private,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy,3,"$3,295,667",5 years (07/01/2019 - 06/30/2024),R305A190382,In field,
684,National Research and Development Center on Serious Behavior Disorders at the Secondary Level,2008,2007-2011,"Kern, Lee",Lehigh University,Uni,Private,NCSER,Grant,Special Education Research and Development Centers,Multiple Goals,Multiple,"$10,447,669",07/01/2008 - 06/30/2013,R324C080006,Completed,
357,"The New 3R's – Reading, Resilience, and Relationships in After-School Programs",2003,2002-2006,"Noam, Gil",McLean Hospital,Uni,Hospital,NCER,Grant,Unsolicited and Other Awards,Efficacy and Replication,3,"$1,000,000",2 years,R305W030036,Completed,
3284,"Evaluating Michigan's Early Literacy Law: Impacts, Implementation and Improving State Capacity",2019,2017-2019,"Strunk, Katharine",Michigan State University,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$4,999,656",5 years (09/01/19 - 08/31/24),R305H190004,In field,
3357,Effect of a 9-Month Soft Skills and Work-Based Employment Training Program in Improving Transition Students’ Success: A Randomized Controlled Trial Study,2019,2017-2019,"Fisher, Marisa",Michigan State University,Uni,Public,NCSER,Grant,"Low-Cost, Short-Duration Evaluation of Special Education Interventions",Efficacy,3,"$249,927",2 years (08/16/2019 - 08/15/2021),R324L190002,In field,
1708,Improvement of Elementary Fractions Instruction: Randomized Controlled Trial Using Lesson Study with a Fractions Resource Kit,2015,2012-2016,"Lewis, Catherine",Mills College,Uni,Private,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$3,499,825",4 years (09/01/2015-08/31/2019),R305A150043,Completed,
874,"Reading, Writing, Respect and Resolution: The Impact of a Social and Character Development and Literacy Program on Teachers and Children",2003,2002-2006,"Aber, J. Lawrence",New York University,Uni,Private,NCER,Grant,Social and Character Development,Efficacy and Replication,3,"$2,369,900",4 years,R305L030003,Completed,
648,Testing the Efficacy of INSIGHTS in Enhancing the Academic Learning Context,2008,2007-2011,"McClowry, Sandra",New York University,Uni,Private,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,919,913",4 years,R305A080512,Completed,
905,Tools of the Mind: Promoting Self-Regulation and Academic Ability in Kindergarten,2010,2007-2011,"Blair, Clancy",New York University,Uni,Private,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,521,227",4 years,R305A100058,Completed,
1873,Does Early Intervention Benefit Social-Emotional and Academic Development in Middle School? A Follow-up Study of INSIGHTS,2016,2012-2016,"O'Connor, Erin",New York University,Uni,Private,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$1,094,603",3 years (9/1/2016-8/31/2019),R305A160177,In field,
1985,Strengthening School Readiness through Pre-K for All: A University-District Partnership,2017,2017-2019,"Morris, Pamela",New York University,Uni,Private,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$4,968,839",5 years (9/1/17 – 8/31/22),R305H170042,In field,
2032,"Assessing the Implementation, Impact & Variation of CTE Innovation: NYC as a Lab for Rigorous CTE Research",2017,2017-2019,"Kemple, James",New York University,Uni,Private,NCER,Grant,Career and Technical Education,Efficacy and Replication,3,"$3,118,343",4 years (09/01/2017 - 08/31/2021),R305A170498,In field,
1569,"Promoting School Success in Children Attending Pre-K Programs in Poor, Urban Schools",2005,2002-2006,"Brotman, Laurie",New York University School of Medicine,Uni,Hospital,NCER,Grant,Field Initiated Evaluations of Education Innovations,Efficacy and Replication,3,"$3,849,787",6 years (6/1/2005-5/31/2011),R305F050245,Completed,
1023,Academic Achievement Outcomes from a Pre-K Family and School Intervention,2010,2007-2011,"Brotman, Laurie",New York University School of Medicine,Uni,Hospital,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,127,642",4 years,R305A100596,Completed,
1471,Efficacy Follow-up of ParentCorps: Long-term Impact of Early Childhood Family-Focused Intervention on Academic Achievement,2014,2012-2016,"Brotman, Laurie",New York University School of Medicine,Uni,Hospital,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$1,200,000",3 Years (7/1/2014-6/30/2017),R305A140298,Completed,
581,The Effects of Disadvantaged Schools and Neighborhoods on the Education of Low-Income Youth,2007,2007-2011,"Duncan, Greg",Northwestern University,Uni,Private,NCER,Grant,Unsolicited and Other Awards,Efficacy and Replication,3,"$600,000",3 years,R305U070006,Completed,
920,Learning Leadership: Kernel Routines for Instructional Improvement,2010,2007-2011,"Spillane, James",Northwestern University,Uni,Private,NCER,Grant,Education Leadership,Efficacy and Replication,3,"$3,345,497",4 years,R305A100289,Not completed,Project ended early due to recruitment challenges
1026,Preventing Truancy in Urban Schools Through Provision of School Services by Truancy Officers,2010,2007-2011,"Guryan, Jonathan",Northwestern University,Uni,Private,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$3,177,638",4 years,R305A120809,Completed,
1889,Contexts Inside and Outside of School Walls as Predictors of Differential Effectiveness in Preschool Professional Development,2016,2012-2016,"Sabol, Terri",Northwestern University,Uni,Private,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$699,490",3 years (9/1/2016-8/31/2019),R305A160013,In field,
180,Print Referencing Efficacy,2005,2002-2006,"Justice, Laura",Ohio State University,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$2,626,659",4 years,R305G050005,Completed,
110,Classroom Connectivity in Promoting Mathematics and Science Achievement,2005,2002-2006,"Owens, Douglas",Ohio State University,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$2,995,261",4 years,R305K050045,Completed,
1573,Efficacy of Conversational Responsiveness Preschool Intervention,2005,2002-2006,"Justice, Laura",Ohio State University,Uni,Public,NCER,Grant,Field Initiated Evaluations of Education Innovations,Efficacy and Replication,3,,5 years (9/1/2005-5/31/2010),R305F050006,Completed,
619,Sit Together and Read: Early Childhood Special Education,2008,2007-2011,"Justice, Laura",Ohio State University,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,866,519",6/1/2008 to 5/31/2012,R324A080037,Completed,
657,Efficacy of Read It Again! In Rural Preschool Settings,2008,2007-2011,"Justice, Laura",Ohio State University,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,073,485",4 years,R305A080459,Completed,
989,The Language Bases of Reading Comprehension,2010,2007-2011,"Justice, Laura",Ohio State University,Uni,Public,NCER,Grant,Reading for Understanding Research Initiative,Multiple Goals,Multiple,"$19,999,999",5 years,R305F100002,Completed,
1421,Read It Again! In Early Childhood Special Education,2013,2012-2016,"Justice, Laura",Ohio State University,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,500,000",7/1/13–6/30/17,R324A130066,Completed,
1730,Enhancing Middle School Mathematics Achievement through Spatial Skills Instruction,2015,2012-2016,"Sorby, Sheryl",Ohio State University,Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,499,941",4 years (7/1/2015-6/30/2019),R305A170640,Completed,
1803,Efficacy of the BrightStart! Program for Promoting Emergent Literacy Skills of PreKindergarten Children at Risk for Reading Difficulties,2016,2012-2016,"Piasta, Shayne",Ohio State University,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,299,903",5 years (7/1/2016-6/30/2021),R305A160261,In field,
2189,Causal Effects of the Kindergarten Transition Intervention,2018,2017-2019,"Justice, Laura",Ohio State University,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,299,995",4 years (07/01/2018 - 06/30/2022),R305A180004,In field,
1043,Evaluation of the Effectiveness of the Ohio Department of Education's Literacy Core Curriculum for Early Childhood Educators,2010,2007-2011,"Piasta, Shayne",Ohio State University Research Foundation,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$5,998,358",5 years,R305E100030,Completed,
1487,Multisite Study of School-Based Treatment Approaches for Adolescents with ADHD,2014,2012-2016,"Evans, Steven",Ohio University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,052,601",4 years (9/1/2014-8/31/2018),R305A140356,Completed,
3326,"Examining Outcomes of a Multi-Component, Individually Tailored Consultation Process Focused on Classroom Management for Teachers (K-5)",2019,2017-2019,"Owens, Julie",Ohio University,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy,3,"$3,297,119",4 years (09/01/2019–08/31/2024),R324A190154,In field,
873,Positive Action for Social and Character Development,2003,2002-2006,"Flay, Brian",Oregon State University,Uni,Public,NCER,Grant,Social and Character Development,Efficacy and Replication,3,"$1,928,084",4 years,R305L030004,Completed,
613,The Chicago Social and Character Development Trial: Extension to Grade 8,2008,2007-2011,"Flay, Brian",Oregon State University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,993,222",4 years,R305A080253,Completed,
612,"Efficacy and Replication Research on the Intelligent Tutoring System for the Structure Strategy—Rural and Suburban Schools Grades 4, 5, 7, and 8",2008,2007-2011,"Wijekumar, Kausalai",Pennsylvania State University,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$2,999,932",4 Years,R305A080133,Completed,
846,"The Social Skills Improvement System Classwide Intervention Program: Social, Behavioral, and Academic Outcomes in Elementary School",2009,2007-2011,"DiPerna, James",Pennsylvania State University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,412,860",4 years,R305A090438,Completed,
1751,Intervening with Children Experiencing Serious Peer Difficulties: The Friendship Connections Program,2015,2012-2016,"Bierman, Karen L.",Pennsylvania State University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,499,996",4 years (7/1/2015-6/30/2019),R305A150488,Completed,
2015,Effectiveness of the Social Skills Improvement System Classwide Intervention Program (SSIS-CIP) in the Primary Grades,2017,2017-2019,"DiPerna, James",Pennsylvania State University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Effectiveness,4,"$3,799,833",4 years (07/01/2017–06/30/2021),R305A170047,In field,
391,Project Success: Improving the Educational Outcomes of Youth with Disabilities in Foster Care,2006,2002-2006,"Powers, Laurie",Portland State University,Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$1,816,782",6/1/2006 to 5/31/2010,R324S060043,Completed,
781,Comprehensive Autism Program using Strategies for Teaching based on Autism Research,2009,2007-2011,"Young, Helen",Portland State University,Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$2,561,416",04/01/2009 - 03/31/2013,R324A090094,Completed,
971,My Life: Evaluation of Self-Determination Enhancement for Transitioning Students in Special Education and Foster Care,2010,2007-2011,"Geenen, Sarah",Portland State University,Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$2,932,504",06/01/2010 – 05/31/2014,R324A100166,Completed,
2190,Efficacy of MindUP on Pre-Kindergarteners' Development of Social-Emotional Learning Competencies and Academic Skills,2018,2017-2019,"Mashburn, Andrew",Portland State University,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,300,000",5 years (07/01/2018 - 06/30/2023),R305A180374,In field,
1305,Doubling Up? The Impact of Remedial Algebra on Students' Long-Run Outcomes,2012,2012-2016,"Goodman, Joshua",President and Fellows of Harvard College,Uni,Private,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$291,164",1 year (7/1/2012-6/30/2013),R305A120466,Completed,
711,Increasing Opportunities-to-Learn in Urban Middle Schools,2008,2007-2011,"Lesaux, Nonie","President and Fellows of Harvard College, Graduate School of Education",Uni,Private,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$640,544",3 years,R305A080631,Completed,
746,Preparing to Succeed: An Efficacy Trial of Two Early Childhood Curricula,2009,2007-2011,"Yoshikawa, Hirokazu","President and Fellows of Harvard College, Graduate School of Education",Uni,Private,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$1,126,997",2 years,R305A090209,Completed,
956,Intended and Unintended Consequences of State High-Stakes Testing: Evidence from Standards-Based Reform in Massachusetts,2010,2007-2011,"Murnane, Richard","President and Fellows of Harvard College, Graduate School of Education",Uni,Private,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$450,000",3 years,R305E100013,Completed,
884,Impact of the Project Approach on Children's School Readiness and School Achievement,2002,2002-2006,"Powell, Douglas",Purdue University,Uni,Private,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$944,028",4 years,R305J020027,Completed,
1161,Learning of Ratio and Proportion Problem-Solving Using Schema-Based Instruction: Efficacy and Sustainability,2011,2007-2011,"Jitendra, Asha",Regents of the University of Minnesota,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$4,593,808",4 years,R305A110358,Completed,
1975,Efficacy of Paraprofessional Behavior Support Coaching for Elementary School Students with Externalizing Behavior Disorders,2017,2017-2019,"Reddy, Linda",Rutgers University,Uni,Public,NCSER,Grant,Professional Development for Educators and School-Based Service Providers,Efficacy and Replication,3,"$3,299,279",4 years (7/1/2017-6/30/2021),R324A170069,In field,
1959,Doubling Up? Understanding the Long-Term Effects of Ninth-grade Algebra Reform on College Persistence and Graduation,2017,2017-2019,"Nomi, Takako",Saint Louis University,Uni,Private,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$559,485",2 years (07/01/2017-06/30/2019),R305A170602,In field,
3331,Examining the Efficacy of Project ImPACT for Toddlers,2019,2017-2019,"Rieth, Sarah",San Diego State University,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy,3,"$3,294,557",4 years (07/01/2019-06/30/2023),R324A190076,In field,
1605,Implementing an emergent literacy program for students with intellectual disabilities and autism in general education classrooms,2015,2012-2016,"Hunt, Pamela",San Francisco State University,Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$2,750,825",3 years (9/1/2015-8/31/2018),R324A150021,Completed,
360,Scaling-up Effective Intervention for Preventing Reading Difficulties in Young Children,2003,2002-2006,"Mathes, Patricia",Southern Methodist University,Uni,Private,NCER,Grant,Reading and Writing,Scale-Up Evaluations,4,"$5,999,744",5 years,R305W030257,Completed,
635,Closing the Achievement Gap in Middle School Mathematics Utilizing Stanford University's Education Program for Gifted Youth Differentiated Mathematics Program,2008,2007-2011,"Suppes, Patrick",Stanford University,Uni,Private,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$2,996,641",4 years,R305A080464,Completed,
1387,Beyond Triage: A Randomized Experiment in Sustained Pre-College Advising,2013,2012-2016,"Bettinger, Eric",Stanford University,Uni,Private,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$1,705,221",4 years (7/01/2013-6/30/2017),R305E130009,Completed,
1663,A Scalable Growth Mindset Intervention to Raise Achievement and Persistence in Community College,2015,2012-2016,"Walton, Gregory",Stanford University,Uni,Private,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$3,410,421",4 years (9/1/2015-8/31/2019),R305A150253,Completed,
312,Academic and Behavioral Competencies Model,2003,2002-2006,"Pelham, William","State University of New York (SUNY), Buffalo",Uni,Public,NCER,Grant,Social and Character Development,Efficacy and Replication,3,"$1,724,727",4 years,R305L030065,Completed,
1454,Scaling Up TRIAD: Teaching Early Mathematics for Understanding with Trajectories and Technologies,2005,2002-2006,"Clements, Douglas","State University of New York (SUNY), Buffalo",Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Scale-Up Evaluations,4,"$5,969,077",5 years,R305K050157,Completed,
2167,Enhancing IEPs of Children with ADHD Using Daily Report Cards: An Efficacy Trial,2018,2017-2019,"Fabiano, Gregory","State University of New York (SUNY), Buffalo",Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,290,517",4 Years (09/01/2018-08/31/2022),R324A180175,In field,
352,A one-year follow-up of evidence-based early reading intervention provided by kindergarten and first grade teachers,2005,2002-2006,"Blachman, Benita",Syracuse University,Uni,Private,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$199,897",2 years,R305U050002,Completed,
1848,Financial Aid Nudges: A National Experiment to Increase Retention of Financial Aid and College Persistence,2016,2012-2016,"Goldrick-Rab, Sara",Temple University,Uni,Private,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$2,175,114",5 years (7/1/2016-6/30/2021),R305A160400,In field,
370,Project Early Reading Intervention,2006,2002-2006,"Simmons, Deborah",Texas A & M Research Foundation,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,885,628",6/1/2006 to 5/31/2010,R324E060067,Completed,
651,A Randomized Control Trial to Assess the Efficacy of the Balanced Leadership Program,2008,2007-2011,"Goddard, Roger",Texas A & M University,Uni,Public,NCER,Grant,Education Leadership,Efficacy and Replication,3,"$2,989,775",4 years,R305A080696,Completed,
1660,Efficacy and Replication Trial of the Individualized Adaptive ITSS with 4th and 5th Grade Students in High Poverty Schools,2015,2012-2016,"Wijekumar, Kausalai",Texas A & M University,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,499,570",4 years (8/1/2015-7/31/2019),R305A150057,Completed,
2157,Efficacy Trial of Text Structure Strategy Instruction on the Web for Spanish-Speaking English Learners (SWELL) in Grades 4 and 5,2018,2017-2019,"Wijekumar, Kausalai",Texas A & M University,Uni,Public,NCER,Grant,English Learners,Efficacy and Replication,3,"$3,298,201",4 years (07/01/2018–06/30/2022),R305A180060,In field,
2180,Efficacy Trial of the We-Write Intervention with 4th- and 5th-Grade Students,2018,2017-2019,"Wijekumar, Kausalai",Texas A & M University,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,299,952",4 years (07/01/2018 - 06/30/2022),R305A180212,In field,
1446,Testing the Promise: A Randomized Trial of a Promise College Scholarship for Urban Public School Students,2013,2012-2016,"Harris, Douglas N.",The Administrators of the Tulane Educational Fund,Uni,Private,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$3,037,937",4 years (8/1/13-7/31/17),R305A130044,Completed,
1275,Investigation of the Efficacy of the JUMP Program of Mathematics Instruction,2012,2012-2016,"Tannock, Rosemary",The Hospital for Sick Children,Uni,Hospital,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$2,749,546",4 years (3/1/2012-2/29/2016),R305A120184,Completed,
1335,Joint Attention Mediated Learning Intervention for Toddlers with Autism Spectrum Disorders and Their Families,2012,2012-2016,"Schertz, Hannah",Trustees of Indiana University,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,499,713",7/1/12 – 6/30/16,R324A120291,Completed,
729,An Efficacy Study of Two Computer-Based Attention Training Systems in Schools,2009,2007-2011,"Steiner, Naomi",Tufts Medical Center,Uni,Hospital,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$2,088,256",4 years,R305A090100,Completed,
882,A Longitudinal Study of the Effects of a Pre-Kindergarten Mathematics Curriculum on Low-Income Children's Mathematical Knowledge,2002,2002-2006,"Starkey, Prentice","University of California, Berkeley",Uni,Public,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$2,607,653",4 years,R305J020026,Completed,
2090,A Longitudinal Study of the Effectiveness of a Pre-K Multisensory Literacy Curriculum,2003,2002-2006,"Cunningham, Anne","University of California, Berkeley",Uni,Public,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$2,182,828",4 years,R305J030037,Completed,
1038,Ready or Not? California's Early Assessment Program and the Transition to College,2010,2007-2011,"Kurlaender, Michal","University of California, Davis",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$1,831,608",4 years,R305A100971,Completed,
1251,Examining the Efficacy of Classroom Pivotal Response Teaching in Classroom Environments,2012,2012-2016,"Stahmer, Aubyn","University of California, Davis",Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$2,545,268",6/1/2012 – 5/31/2016,R324A140005,Completed,
1760,California's College and Career Readiness Standards in the Era of Common Core Assessments,2015,2012-2016,"Kurlaender, Michal","University of California, Davis",Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$4,974,387",5 years (8/1/15-7/31/20),R305E150006,In field,
1626,Paths 2 the Future: Testing the Efficacy of a Career Development Intervention for High School Girls with Disabilities,2015,2012-2016,"Lindstrom, Lauren","University of California, Davis",Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$3,499,674",4 years (7/1/2015-6/30/2019),R324A170148,Completed,
2051,Testing the Efficacy of the Academic Language and Literacy in Every Subject (ALLIES) Professional Learning Program,2017,2017-2019,"O'Hara, Susan","University of California, Davis",Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$3,230,920",5 years (07/01/2017 - 06/30/2022),R305A170316,In field,
2135,Evaluating Incentives for Full-time Enrollment at California Community Colleges,2018,2017-2019,"Martorell, Francisco E.","University of California, Davis",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$3,300,000",5 years (09/01/2018 – 08/31/2023),R305A180227,In field,
330,The Pathway Project: A Cognitive Strategies Approach to Reading and Writing Instruction for Teachers of Secondary English Language Learners,2006,2002-2006,"Olson, Carol","University of California, Irvine",Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$2,942,842",4 years,R305W060016,Completed,
830,Spatial Temporal Mathematics at Scale: An Innovative and Fully-Developed Paradigm to Boost Math Achievement Among All Learners,2009,2007-2011,"Farkas, George","University of California, Irvine",Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$3,000,000",4 years,R305A090527,Completed,
1667,Digital Scaffolding for English Language Arts,2015,2012-2016,"Warschauer, Mark","University of California, Irvine",Uni,Public,NCER,Grant,Education Technology,Efficacy and Replication,3,"$3,500,000",4 years (7/1/2015-6/30/2019),R305A150429,Completed,
1929,"It's Worth It! Securing Persistence, Performance and Progress within Postsecondary Gateway Science Courses through Utility Value Interventions",2017,2017-2019,"Eccles, Jacquelynne","University of California, Irvine",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$2,740,650",4 years (7/1/2017-6/30/2021),R305A170160,In field,
630,National Research & Development Center on Instructional Technology: Center for Advanced Technology in Schools,2008,2007-2011,"Baker, Eva","University of California, Los Angeles",Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$9,833,451",5 years,R305C080015,Completed,
1281,Perceptual Learning Technology in Mathematics Education: Efficacy and Replication,2012,2012-2016,"Kellman, Philip","University of California, Los Angeles",Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$1,991,881",4 years (7/1/2012-6/30/2016),R305A120288,Completed,
908,Interactions Between Visual and Auditory Interventions for Reading,2010,2007-2011,"Cottrell, Garrison","University of California, San Diego",Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$2,372,289",4 years (3/1/2010–2/28/2014),R305A100389,Completed,
3264,A Lottery-Based Evaluation of the Impact of Public School Choice Programs on Short- and Medium-Term Academic and Behavioral Outcomes,2019,2017-2019,"Betts, Julian","University of California, San Diego",Uni,Public,NCER,Grant,Improving Education Systems,Efficacy,3,"$699,985",3 years (07/01/2019 – 06/30/2022),R305A190123,In field,
1355,Efficacy of the Collaborative Life Skills Program,2012,2012-2016,"Pfiffner, Linda","University of California, San Francisco",Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,386,497",7/1/2012-6/30/2016,R324A120358,Completed,
343,Can Literacy Professional Development be Improved with Web-based Collaborative Learning Tools: A Randomized Field Trial,2004,2002-2006,"Bryk, Anthony",University of Chicago,Uni,Private,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$3,046,054",4 years,R305M040086,Completed,
208,Comprehensive Evaluation of the Effects of District-Wide High School Curriculum Reform on Academic Achievement and Attainment in Chicago,2006,2002-2006,"Allensworth, Elaine",University of Chicago,Uni,Private,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$1,844,860",4 years,R305R060059,Completed,
